Id,SalePrice
1775,174551.73
1776,167962.12
1777,152183.73
1778,201296.38
1779,135985.77
1780,230680.05
1781,173829.94
1782,137228.1
1783,175446.94
1784,137137.69
1785,174295.06
1786,188035.83
1787,195393.98
1788,96683.97
1789,142506.02
1790,145272.48
1791,221054.88
1792,221126.14
1793,197241.48
1794,207248.34
1795,181669.08
1796,158112.98
1797,150912.33
1798,167121.84
1799,157515.94
1800,135140.64
1801,170420.45
1802,174662.8
1803,161087.02
1804,186155.05
1805,184912.94
1806,127382.93
1807,170009.28
1808,164150.95
1809,143137.73
1810,171637.55
1811,107170.66
1812,121212.9
1813,138052.95
1814,134302.19
1815,89038.11
1816,130803.55
1817,123183.625
1818,103258.83
1819,130076.445
1820,106417.4
1821,137475.0
1822,183188.94
1823,77262.24
1824,196314.81
1825,162067.03
1826,136980.7
1827,111939.94
1828,153741.38
1829,167618.56
1830,174182.9
1831,206520.5
1832,102181.65
1833,140132.72
1834,107708.07
1835,142113.92
1836,157008.42
1837,122158.34
1838,141260.34
1839,106996.54
1840,223663.6
1841,186487.86
1842,88469.4
1843,182807.27
1844,184152.16
1845,180025.45
1846,210469.67
1847,181534.52
1848,101522.12
1849,134294.5
1850,156789.52
1851,174862.8
1852,170272.78
1853,131032.52
1854,272487.0
1855,171545.58
1856,296962.44
1857,174596.69
1858,152983.62
1859,147986.5
1860,206317.55
1861,147986.5
1862,356408.94
1863,359604.28
1864,359604.28
1865,416090.22
1866,407479.22
1867,367588.28
1868,379408.0
1869,292779.75
1870,342736.2
1871,356210.16
1872,233501.19
1873,289704.0
1874,204807.08
1875,266021.3
1876,252338.02
1877,289423.4
1878,301976.8
1879,174830.62
1880,188529.62
1881,311098.22
1882,359713.38
1883,254191.53
1884,281282.0
1885,372958.1
1886,399189.53
1887,302048.8
1888,367966.75
1889,231375.39
1890,153851.39
1891,150576.06
1892,137403.17
1893,174718.61
1894,181511.48
1895,174125.44
1896,150079.45
1897,159359.02
1898,142317.77
1899,241902.83
1900,250302.92
1901,205328.06
1902,185197.25
1903,236092.36
1904,194936.67
1905,257633.17
1906,218791.64
1907,203658.5
1908,173198.81
1909,143156.98
1910,170301.38
1911,198362.56
1912,344755.56
1913,151831.89
1914,117046.53
1915,297674.7
1916,89220.09
1917,349990.0
1918,184972.19
1919,220527.0
1920,215106.86
1921,502137.6
1922,455341.72
1923,235899.03
1924,299339.5
1925,250704.75
1926,512368.16
1927,164276.7
1928,216728.44
1929,178481.11
1930,181255.66
1931,214166.1
1932,194003.06
1933,195760.67
1934,250794.44
1935,230025.17
1936,246079.47
1937,245976.0
1938,240811.78
1939,344744.7
1940,218415.14
1941,257246.73
1942,208209.36
1943,216835.53
1944,500273.9
1945,535880.4
1946,198098.28
1947,480094.88
1948,239142.48
1949,358563.25
1950,261305.75
1951,271362.28
1952,254824.05
1953,221928.73
1954,227178.84
1955,173718.9
1956,283189.8
1957,224345.92
1958,420785.44
1959,176014.73
1960,149362.97
1961,165702.4
1962,121400.43
1963,132040.95
1964,140788.83
1965,128863.71
1966,156598.83
1967,422454.9
1968,489265.2
1969,550206.9
1970,502249.2
1971,537490.06
1972,469465.72
1973,300728.66
1974,371461.2
1975,643752.25
1976,390506.88
1977,437178.47
1978,462519.34
1979,431709.53
1980,300726.66
1981,445801.47
1982,255352.92
1983,257324.02
1984,166667.27
1985,258692.33
1986,254376.8
1987,213754.12
1988,248117.61
1989,269565.0
1990,277383.16
1991,342027.94
1992,279278.9
1993,268075.25
1994,282503.6
1995,262716.28
1996,335837.28
1997,404627.2
1998,405097.06
1999,301743.62
2000,376651.16
2001,325280.6
2002,324863.62
2003,395332.4
2004,311020.78
2005,315631.66
2006,352390.03
2007,382075.34
2008,313861.0
2009,247633.23
2010,243886.12
2011,184572.89
2012,276105.25
2013,237344.84
2014,213844.45
2015,239903.83
2016,234301.11
2017,235169.02
2018,171767.08
2019,202272.02
2020,129245.734
2021,145240.34
2022,254428.72
2023,184196.06
2024,236296.44
2025,415240.3
2026,200992.33
2027,156003.92
2028,169848.52
2029,158366.97
2030,289930.06
2031,272786.53
2032,271078.03
2033,263477.03
2034,178349.42
2035,286532.34
2036,188477.31
2037,188915.69
2038,232844.97
2039,337790.22
2040,314862.62
2041,425015.7
2042,268271.7
2043,231675.89
2044,234177.58
2045,275442.22
2046,190511.97
2047,169653.12
2048,206505.14
2049,176717.97
2050,221579.8
2051,134570.39
2052,180242.94
2053,211705.9
2054,132052.8
2055,192144.11
2056,168562.75
2057,167974.94
2058,252026.1
2059,174001.11
2060,211562.2
2061,222500.3
2062,169510.97
2063,152879.48
2064,193595.53
2065,172381.14
2066,200362.3
2067,130798.555
2068,200535.69
2069,114928.766
2070,137279.27
2071,105325.86
2072,185002.36
2073,197070.2
2074,281419.94
2075,215970.19
2076,173571.02
2077,192681.03
2078,172904.89
2079,157333.67
2080,170733.77
2081,139442.3
2082,146207.05
2083,153397.94
2084,164641.2
2085,188325.84
2086,176406.62
2087,173822.48
2088,86633.234
2089,126207.82
2090,120327.9
2091,166458.55
2092,151773.27
2093,147935.28
2094,148752.84
2095,203392.6
2096,109496.914
2097,103198.19
2098,183135.84
2099,104953.86
2100,115113.59
2101,145320.98
2102,141817.42
2103,144776.94
2104,139762.48
2105,112181.25
2106,105730.02
2107,264073.22
2108,162156.7
2109,153979.38
2110,178338.02
2111,188278.62
2112,188268.03
2113,122644.3
2114,110033.3
2115,147407.31
2116,149601.61
2117,135903.83
2118,141971.83
2119,156664.4
2120,122857.82
2121,154475.5
2122,125100.45
2123,112803.05
2124,181088.4
2125,131636.11
2126,172849.81
2127,155465.69
2128,144613.69
2129,151610.95
2130,176055.53
2131,180962.03
2132,178449.45
2133,210430.14
2134,162939.23
2135,172867.3
2136,89775.48
2137,162382.02
2138,180850.58
2139,201872.53
2140,200097.06
2141,203543.56
2142,171248.75
2143,214827.23
2144,163668.4
2145,188287.6
2146,217459.48
2147,162859.69
2148,154786.06
2149,205229.98
2150,269392.06
2151,158850.1
2152,172173.31
2153,199087.47
2154,140333.19
2155,178159.36
2156,282858.1
2157,319464.62
2158,237811.34
2159,266184.22
2160,270926.3
2161,364157.34
2162,474189.03
2163,407242.62
2164,368156.28
2165,242057.89
2166,235065.42
2167,305853.9
2168,254196.86
2169,256087.47
2170,270053.9
2171,196695.8
2172,189991.06
2173,191551.69
2174,306871.22
2175,407319.12
2176,445320.47
2177,295107.88
2178,301887.56
2179,167437.08
2180,309998.88
2181,291616.62
2182,313413.53
2183,288737.5
2184,162765.28
2185,112516.51
2186,211107.33
2187,226240.52
2188,216237.7
2189,206462.4
2190,109315.37
2191,101317.45
2192,124287.3
2193,166676.48
2194,167273.31
2195,145820.62
2196,124401.02
2197,109479.58
2198,207990.25
2199,198847.25
2200,161856.05
2201,185504.47
2202,290525.16
2203,183048.02
2204,204113.89
2205,139884.23
2206,202938.83
2207,279154.8
2208,264272.0
2209,242991.61
2210,175177.44
2211,175793.64
2212,137116.62
2213,152503.2
2214,166806.4
2215,170690.8
2216,155083.05
2217,85530.64
2218,102080.45
2219,87200.2
2220,123946.875
2221,303418.75
2222,261029.28
2223,319873.75
2224,306684.88
2225,144502.3
2226,256468.02
2227,202045.48
2228,344118.28
2229,351885.3
2230,218503.47
2231,276453.56
2232,259667.19
2233,233028.03
2234,337881.4
2235,240990.53
2236,371510.44
2237,394540.72
2238,290996.56
2239,184936.92
2240,182552.39
2241,181674.8
2242,195036.72
2243,161827.8
2244,103573.94
2245,127802.85
2246,181534.86
2247,116465.19
2248,164705.28
2249,185671.89
2250,198673.23
2251,111781.52
2252,222737.22
2253,229374.78
2254,252548.67
2255,259151.86
2256,245575.42
2257,280209.97
2258,249636.62
2259,237398.03
2260,216848.14
2261,197407.84
2262,231540.72
2263,481054.12
2264,547318.56
2265,215077.12
2266,412588.47
2267,417591.7
2268,481781.38
2269,203775.66
2270,235691.7
2271,288310.2
2272,203880.05
2273,230807.45
2274,254328.05
2275,207691.16
2276,243735.69
2277,222941.88
2278,173482.48
2279,171514.83
2280,168046.56
2281,200616.6
2282,274858.9
2283,123299.86
2284,142774.81
2285,145361.45
2286,148656.69
2287,470976.5
2288,403816.5
2289,436982.16
2290,476483.7
2291,419029.03
2292,542769.3
2293,556626.2
2294,523720.88
2295,518644.16
2296,371503.72
2297,332151.7
2298,522787.72
2299,473076.5
2300,433851.62
2301,413668.0
2302,324097.44
2303,362368.03
2304,335794.34
2305,192992.56
2306,191271.84
2307,280458.62
2308,234413.53
2309,395542.1
2310,258807.33
2311,213304.9
2312,256191.53
2313,249113.89
2314,237505.6
2315,240728.67
2316,255910.95
2317,260135.39
2318,238314.23
2319,260319.53
2320,295838.53
2321,281887.56
2322,209447.3
2323,252371.47
2324,238977.89
2325,301118.7
2326,250440.45
2327,256860.88
2328,279001.78
2329,247277.6
2330,269072.12
2331,491194.16
2332,404944.88
2333,388566.94
2334,329345.38
2335,310435.84
2336,385992.28
2337,313955.28
2338,370312.72
2339,301897.62
2340,445095.0
2341,333472.06
2342,323774.28
2343,305151.16
2344,286391.66
2345,340047.25
2346,342831.3
2347,305806.06
2348,292078.94
2349,240757.6
2350,397240.56
2351,357399.75
2352,409739.75
2353,302315.97
2354,215665.17
2355,237473.22
2356,235505.44
2357,288806.34
2358,230078.27
2359,164759.31
2360,149673.81
2361,212458.92
2362,276096.03
2363,204042.27
2364,209288.36
2365,239898.34
2366,212824.34
2367,225138.94
2368,221409.33
2369,234611.45
2370,165861.78
2371,158406.55
2372,280646.44
2373,341939.25
2374,332363.34
2375,354390.25
2376,286831.72
2377,364277.2
2378,186416.38
2379,209702.72
2380,176611.66
2381,189572.25
2382,278575.84
2383,295367.47
2384,301747.94
2385,228548.75
2386,187086.38
2387,169455.36
2388,116256.34
2389,162457.77
2390,204746.92
2391,175456.98
2392,158425.28
2393,239293.97
2394,195907.28
2395,233848.39
2396,201207.31
2397,267074.72
2398,192205.33
2399,77212.74
2400,112653.3
2401,130422.88
2402,176724.03
2403,185775.33
2404,196775.92
2405,221094.52
2406,191107.56
2407,144254.73
2408,197618.81
2409,178341.42
2410,208653.42
2411,148845.94
2412,208527.3
2413,187060.16
2414,199077.22
2415,171011.78
2416,175109.61
2417,195482.33
2418,184575.19
2419,181812.94
2420,155360.02
2421,164633.81
2422,178178.22
2423,123415.03
2424,200173.98
2425,161095.61
2426,199787.22
2427,156984.47
2428,228073.0
2429,154888.53
2430,164928.94
2431,119127.06
2432,218002.27
2433,180100.5
2434,181840.69
2435,190553.95
2436,142360.12
2437,155569.06
2438,157343.58
2439,138968.75
2440,160072.77
2441,128924.555
2442,126165.586
2443,171650.16
2444,182158.48
2445,110050.72
2446,168674.83
2447,217849.72
2448,144310.6
2449,134411.86
2450,168377.19
2451,127634.28
2452,214491.5
2453,118899.5
2454,165598.14
2455,185173.94
2456,155690.92
2457,123884.24
2458,156016.28
2459,158255.39
2460,170705.94
2461,149098.11
2462,135954.38
2463,151457.33
2464,185690.31
2465,169084.72
2466,154575.84
2467,161010.38
2468,104552.555
2469,89358.3
2470,178724.52
2471,225367.72
2472,200494.77
2473,141776.17
2474,111546.6
2475,199645.12
2476,129066.27
2477,172818.17
2478,206188.31
2479,112118.36
2480,227621.47
2481,165252.33
2482,180681.45
2483,153881.03
2484,169847.7
2485,173731.33
2486,216106.78
2487,189874.6
2488,257297.77
2489,204448.97
2490,210501.8
2491,142088.58
2492,231277.66
2493,203273.33
2494,189477.73
2495,127470.06
2496,259114.55
2497,186546.38
2498,149406.27
2499,132362.33
2500,144483.7
2501,172717.67
2502,199348.89
2503,89994.15
2504,212717.61
2505,269608.2
2506,363672.84
2507,369334.72
2508,369268.84
2509,310244.03
2510,325509.94
2511,282118.06
2512,258804.86
2513,253842.45
2514,304876.84
2515,237667.38
2516,228535.45
2517,219467.9
2518,234924.9
2519,271870.25
2520,259364.75
2521,263073.8
2522,265554.66
2523,162231.56
2524,208518.36
2525,213549.56
2526,176074.84
2527,138707.25
2528,177910.11
2529,175608.14
2530,164959.94
2531,329410.7
2532,265785.72
2533,267324.7
2534,346211.84
2535,383154.7
2536,286041.44
2537,410219.1
2538,262450.1
2539,278583.8
2540,272713.94
2541,264588.22
2542,230375.77
2543,164834.9
2544,187609.88
2545,194270.23
2546,194471.72
2547,184991.95
2548,154536.5
2549,217620.06
2550,549554.5
2551,151164.11
2552,185171.28
2553,94783.1
2554,146393.03
2555,208930.39
2556,149857.92
2557,144856.48
2558,110546.58
2559,175173.92
2560,218766.81
2561,180972.03
2562,161331.31
2563,211818.0
2564,266874.6
2565,191340.08
2566,188014.86
2567,162124.84
2568,248171.56
2569,262625.84
2570,165480.22
2571,285388.3
2572,156898.25
2573,273102.78
2574,342796.66
2575,168665.83
2576,158125.2
2577,171787.72
2578,136502.25
2579,100924.86
2580,145754.17
2581,180153.06
2582,135567.66
2583,274540.34
2584,210721.33
2585,274720.78
2586,300735.56
2587,276803.9
2588,188824.72
2589,191022.66
2590,208236.56
2591,234708.8
2592,314456.9
2593,361213.56
2594,289100.38
2595,331763.25
2596,388795.66
2597,251568.64
2598,339715.34
2599,432309.4
2600,121479.99
2601,224533.62
2602,104937.55
2603,113390.336
2604,110550.79
2605,84818.67
2606,200950.16
2607,217202.89
2608,256639.52
2609,195889.9
2610,166969.7
2611,163113.67
2612,221496.98
2613,179176.42
2614,184467.14
2615,208734.22
2616,193491.8
2617,227762.39
2618,245298.06
2619,266881.22
2620,250407.98
2621,237452.61
2622,254282.2
2623,358533.16
2624,360065.5
2625,357294.47
2626,237215.4
2627,195314.44
2628,530041.9
2629,523342.4
2630,430557.47
2631,546799.94
2632,547079.0
2633,441984.75
2634,510696.8
2635,212772.39
2636,255563.42
2637,259461.97
2638,284801.03
2639,239022.78
2640,236915.16
2641,132662.34
2642,261395.98
2643,134054.06
2644,163974.45
2645,141303.73
2646,126173.52
2647,132452.11
2648,194377.9
2649,170685.42
2650,148133.5
2651,179766.58
2652,469211.94
2653,430928.0
2654,311119.88
2655,543953.4
2656,439995.5
2657,405807.0
2658,412594.38
2659,365316.34
2660,378161.75
2661,487890.66
2662,468371.88
2663,393698.03
2664,290830.1
2665,451629.78
2666,419408.03
2667,246614.89
2668,257131.45
2669,259763.53
2670,354577.2
2671,251717.67
2672,209844.36
2673,234532.7
2674,240804.2
2675,193667.38
2676,262388.03
2677,243411.88
2678,332598.3
2679,348379.9
2680,347586.78
2681,395200.1
2682,419622.88
2683,577796.44
2684,376044.94
2685,388309.12
2686,359592.97
2687,436304.62
2688,307365.34
2689,319329.38
2690,491942.38
2691,240028.33
2692,219959.89
2693,283624.7
2694,178615.8
2695,256876.06
2696,252537.84
2697,242397.25
2698,206001.8
2699,225267.6
2700,216683.8
2701,209503.23
2702,163352.31
2703,134190.92
2704,180779.88
2705,166892.97
2706,160082.23
2707,170264.02
2708,180487.89
2709,130550.93
2710,173459.48
2711,265922.38
2712,364602.84
2713,206697.64
2714,172076.62
2715,166439.5
2716,166963.97
2717,214174.27
2718,338836.22
2719,214630.03
2720,216036.52
2721,191291.36
2722,171873.42
2723,209524.2
2724,168563.23
2725,165578.88
2726,197044.08
2727,220334.66
2728,200190.02
2729,180308.28
2730,204068.92
2731,168113.4
2732,171553.11
2733,212646.02
2734,200890.38
2735,174984.9
2736,170520.77
2737,161611.11
2738,171495.05
2739,227005.16
2740,186787.23
2741,170926.98
2742,202502.67
2743,169193.44
2744,227328.17
2745,207586.8
2746,176190.06
2747,193881.0
2748,147240.39
2749,175137.67
2750,183789.67
2751,196969.48
2752,218330.6
2753,203477.56
2754,224783.45
2755,158261.73
2756,160768.7
2757,107432.21
2758,130152.63
2759,159180.23
2760,186431.66
2761,210433.95
2762,201225.92
2763,235283.64
2764,218507.84
2765,327528.7
2766,143620.69
2767,116169.234
2768,167562.78
2769,176553.05
2770,215597.52
2771,146500.28
2772,136564.36
2773,166963.81
2774,169158.11
2775,153052.64
2776,172807.3
2777,171724.33
2778,171849.5
2779,116759.56
2780,153894.83
2781,152421.94
2782,127383.17
2783,126025.61
2784,149725.34
2785,151190.2
2786,115058.28
2787,147749.31
2788,124609.52
2789,234658.89
2790,119899.25
2791,160570.73
2792,88973.85
2793,245971.31
2794,135990.69
2795,123858.73
2796,163045.55
2797,237003.75
2798,147629.17
2799,154486.39
2800,105036.97
2801,140950.31
2802,182923.6
2803,221409.33
2804,155311.58
2805,143075.1
2806,104408.875
2807,185114.08
2808,222345.23
2809,196418.94
2810,176876.28
2811,202193.72
2812,204617.31
2813,195139.61
2814,197013.27
2815,155462.88
2816,323044.56
2817,209471.27
2818,186116.34
2819,144844.19
2820,166625.47
2821,130606.35
2822,220135.33
2823,288649.4
2824,261749.2
2825,187095.12
2826,205091.84
2827,173822.81
2828,208813.06
2829,246800.28
2830,297481.16
2831,274334.88
2832,273473.12
2833,368587.7
2834,267380.78
2835,324045.5
2836,263078.56
2837,225709.5
2838,243021.73
2839,256236.98
2840,285590.06
2841,258277.22
2842,267226.56
2843,159964.42
2844,199858.67
2845,161150.47
2846,272798.22
2847,257090.5
2848,340766.3
2849,254404.45
2850,349648.4
2851,288138.66
2852,330470.16
2853,313299.38
2854,162190.27
2855,284231.78
2856,259670.9
2857,252607.69
2858,285635.8
2859,148719.23
2860,163931.92
2861,149848.62
2862,254632.38
2863,211011.31
2864,279644.56
2865,154267.47
2866,159570.25
2867,142656.4
2868,157271.72
2869,141015.66
2870,151249.05
2871,132291.16
2872,82277.08
2873,156833.33
2874,174579.2
2875,144223.92
2876,233437.3
2877,165309.08
2878,220061.44
2879,184389.22
2880,122799.95
2881,172430.8
2882,203798.2
2883,259677.83
2884,291061.78
2885,220386.34
2886,242887.36
2887,132953.27
2888,177714.42
2889,101491.914
2890,122586.414
2891,147388.19
2892,80674.16
2893,114464.98
2894,97051.37
2895,270436.88
2896,284457.94
2897,220973.52
2898,183858.05
2899,313919.06
2900,218149.31
2901,235438.75
2902,257159.66
2903,409406.56
2904,450799.72
2905,101450.2
2906,303972.22
2907,145940.4
2908,188122.64
2909,202785.2
2910,118069.44
2911,105664.4
2912,206154.89
2913,117210.84
2914,106786.336
2915,121593.0
2916,109188.875
2917,209021.88
2918,189205.61
2919,263595.66
